0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
-0.0475;-0.12279895685270993;-0.6627070420633098;0.12389313101445312;0.1325;-0.4207145701001729;-0.9637251663855606;-0.8721717771646452;0.42679650233092487;-0.340502565040112;-0.5313100703058357;0.3360439029145951;-0.21493241308317362;0.6668999904902939;0.8235321840010874;-0.5607404623995562;0.8295312780301269;-0.6883144895569056;-0.7329198638187004;-0.8216992594981329;-0.3156658588645091;-0.11597736042382002;-0.7552664498152989;-0.672436780856767;-0.6933249834854299;0.06895593329011086;-1.0131043337802406;-0.14019673496303156;-0.3334224401079909;0.9697308190853601
-0.39205558075957225;0.6274619100015632;0.025857714944704943;0.5602234284136239;-0.6937;-0.5441864415694291;0.1498202381005009;0.9320423693930983;0.17160875941438553;0.16226936540904288;-0.11502540698378393;-0.6681989145084514;-0.42696010607350854;0.20537291763908835;-0.7252226099255168;-0.629625806950059;0.73833807625683;-0.010620209263944701;-0.8585682220589033;0.03154752847990728;-0.27077881292080924;-0.16264823331696618;-0.4861470561140219;-0.1326633799809285;-0.7359778023418643;0.4822341391916561;-0.11857938230214145;-1.0034208853103792;-0.15587697650550597;-0.8120022699731213
-0.014755580759572224;0.5603668656237701;0.9437122712442187;0.7093206996155023;0.2665;0.5954613495467049;-0.6051585189933409;-0.33583356596044955;-0.6213881291873571;0.6224842528526675;-0.6128993405788097;0.48211044667372743;0.0679035971404321;0.5042891349465394;0.6965841124072437;-0.23822124235842776;0.36955593294850564;-0.906757039810292;-0.31508268543275497;0.6143347475237997;0.7895805784778458;-0.6695404957322687;0.19188526466161399;0.49910836955201693;-0.45202686352737004;0.06641155643194806;0.8918287941710072;0.5121076832969413;-0.5177065089637461;-0.3884557227061752
-0.5069555807595723;-0.9305792900304799;0.23899368312992605;-0.6159539016556883;0.505;0.244062153318723;-0.5344498049844626;0.013365926991227257;-0.07036241873182837;-0.9109599321997107;-0.2200921317058424;0.06546862190387528;-0.745493861297972;-0.4966119451681192;-0.00499156211463591;0.7725801148127452;-0.5448312096257513;-0.8228984091653945;0.008334489745101691;-0.9138908752103581;-0.9413601208342639;-0.9960004909424283;-0.5387414697744801;-0.8401620785362192;-0.5909188761157322;-0.9406930359932121;-0.5853435054238778;0.6260823797265885;0.01605276604851203;0.4608755223385914
0.024595734771250054;-0.07345018803738364;-0.8883445844737421;-0.32648480806345814;-0.0085;0.3897019923884276;0.720169159501322;0.5584383394998863;0.9661917912343443;-0.0049279516630666605;0.8895896534682538;0.35542368811992237;-0.4678046490865009;0.8832113496979866;-0.7387558935788451;0.5187061201258159;0.6457699745128113;-0.19812078214361503;0.9083957716526648;0.6274139486420196;-0.7725887882876671;-0.5213034837116195;0.5643117402020756;0.2365875874802355;-0.4344019297507152;-0.6660015321760472;0.20487381442375177;0.7754079289688064;-0.5155085250792604;0.9936235770444964
-0.6834555807595722;0.5638935587755984;-0.8408258981664675;0.7489553249519637;0.0742;0.2492250821951334;0.055558714022919765;-0.37034872468686447;-0.01712149561221664;0.7115242966750138;0.884523775364311;0.3158462309491901;0.10164751431079401;-0.6316535280190828;0.5552394886168014;0.4001865911144015;0.6114039194144555;0.7842127268344642;-0.018691705567392424;0.25891039537771915;0.9414932414734882;0.32000132487319466;-0.3359587472704703;-0.5118230635094848;-0.20347046110523204;0.8687251695686149;0.8035619404078557;0.38649252796626904;0.8588564357428538;0.9373409484422119
0.920824665244333;-0.17800550636079174;-0.16340847883223983;-0.8272976962647132;0.2894;-0.8236698079733847;0.31014881761125423;0.06833709429613946;-0.19625744578195672;-0.288040462561399;0.4103083168877341;-0.3316461309032755;-0.8250334411643118;-0.5370015097001419;-0.07280717524585704;-0.1497758004652342;-0.8503582316245413;0.5569474755700107;-0.3620962254795968;0.9905246788832481;-0.6290638385481306;0.001851941588860342;0.6510276613989342;0.4132894672857617;0.8160180601750164;-0.398628377236926;-0.7083349718764387;-0.7472691097449267;0.6430240155192086;-0.9196400998683876
0.5644481780134418;-0.44911338462020756;-0.5969240307028587;-0.8827618178735709;0.3048;0.1286329463256475;0.2901933643222109;0.004426280239571096;-0.17560540839011335;0.6216151425543418;-0.03195658469768896;0.684361170167502;-0.8050845520422238;0.2574450376654394;0.19142142141540483;0.8133780990530088;0.6243113590637899;-0.032196600800393244;-0.834160649085826;0.3235827388230184;-0.3854591878891254;-0.03336405963446698;-0.6999526175778191;-0.17743889926868234;0.8320772858981189;-0.07185100886108953;-0.6314500386076083;-0.18003477946582525;0.10794936075054477;-0.47102022770071583
0.5641823553860201;0.5039681735785475;0.8709378270560403;-0.5888544860618576;-0.5074;-0.3269110637822566;-0.6993176834418431;0.046245169898979054;0.6555999573531277;-0.33039240102598616;0.8729287324984877;-0.6003063618893378;0.6555464466661308;0.9760561294734665;0.9623581086200977;0.6616634222715504;0.22431428403691228;-0.9614946229672764;-0.29962168368189335;0.03995903884708291;0.9072599295421435;0.4785483769452734;-0.5087427913449692;0.22300993076050926;-0.170105134355808;0.8538635507331876;0.75212546062618;-0.6524151588721478;-0.4713467521905265;0.21979676894849368
0.5834444192404278;0.6142177574222133;0.18756491188220695;-0.6831253257351906;0.3591;0.009272334315118327;-0.1972242155372867;0.3457604865927524;0.2676155509779518;-0.9610027456390984;0.16348101919752228;-0.477836756126454;-0.6353818984611396;-0.22354934245990604;-0.9509111020362173;0.3544176681903353;-0.5306269601051122;-0.7887447229121493;-0.8039764775980676;-0.7915718141696074;0.32981808024417303;-0.35681126284311687;0.3006024429650388;-0.30286584169092123;-0.3005852993636722;0.5031638206550403;0.38243094418147083;-1.1445653784944936;-1.0106485229568678;0.989699387536808
-0.7004957223380271;0.3660412969063948;0.0997355169944141;-0.34373466525629454;-0.7254;0.9409872695958493;0.6229745008600015;0.09009735778701804;0.08784012664778994;0.21734082647915823;-0.8256633405889356;0.9230989248926997;-0.932731652753311;-0.9486925324254554;-0.3924371397888515;-0.3812256792708986;0.35304732713727366;0.7269568436665484;-0.9053113782110662;-0.8173934276214921;0.04233156812920027;0.24719793397757264;-0.5369794888013356;0.1075467106340266;0.6137066618305191;0.09974553126182929;0.16947209926153187;0.4248305977982674;0.6846118610095252;0.12537891351186914
0.6029164353051063;0.03807966616093999;-0.4019760286033216;-0.9776828262422036;0.3662;-0.3959872639453263;0.5762212272193221;-0.12772185227764254;0.6562482738384927;-0.8926661124372884;0.43256274355306856;0.08961969718186939;0.8626280313778776;-0.8747631074475016;0.547381924244798;0.9185610866681422;-0.8835141832080148;-0.4585514909029109;-0.4183186557384248;-0.7589481980699777;-0.5922605644219864;0.8545700101602233;0.6244851106479398;-0.9731482639634955;-0.17467836590400798;-0.898699368947891;0.9348645846842987;0.16429086563804915;-0.8149076723434625;0.2078257865891849
-0.5541335718572766;0.7323602020300777;-0.5939103308891766;-0.612447143281179;-0.6767;0.2740137925941213;-0.3581587582187272;-0.3717644401536547;0.9534188340469629;0.722853667311971;0.39801789158054096;0.05796827288236994;0.6592944743983769;-0.5225026614191908;-0.6823716295685818;-0.575866347674862;0.4301957053372145;-0.7679820132530802;-0.5538616059569346;0.7762475804760363;-0.8897985247530353;-0.7031878735492619;0.475836796847441;-0.6386308880454714;-0.5337515330361522;-0.06993035482561773;0.6632278024224656;-0.21180048740439275;-0.839855737557066;0.9625525433699025
0.9627440628071359;0.6345133065696209;-0.4750768995036539;-0.7097976014958014;-0.9563;0.4559202903614583;0.5466129481383042;0.23522565588364022;-0.4261715165811828;-0.16449912602638161;0.05323290736359063;-0.1328621731841144;0.8519040207639997;-0.7294312582257855;-0.29052714170587834;-0.3134530481956072;0.02636219526096773;-0.33885824918984647;-0.15782292138999995;-0.2120987374813826;0.8313711577832683;-0.17149181226093818;-0.16721360045572664;0.049455275911904226;-0.2988719596040517;0.47571896740640063;0.7978066259741933;-0.2898222404628762;0.17120351189268937;0.43023317934693456
